comments,rating
Nice,3
Decent product,3
Decent product,3
Does the job,3
Decent product,3
Fair,3
Nice,3
Fair,3
Good,3
Good,3
Just okay,3
Just okay,3
Nice,3
Nice,3
Does the job,3
Nice,3
Does the job,3
Nice,3
Just okay,3
Does the job,3
Nice,3
Fair,3
Fair,3
Does the job,3
Fair,3
Fair,3
Decent product,3
Just okay,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Does the job,3
Just okay,3
Decent product,3
Fair,3
Decent product,3
Fair,3
Decent product,3
Fair,3
Fair,3
Decent product,3
Fair,3
Nice,3
Decent product,3
Fair,3
Decent product,3
Fair,3
Just okay,3
Does the job,3
Nice,3
Just okay,3
Good,3
Nice,3
Fair,3
Good,3
Decent product,3
Nice,3
Does the job,3
Fair,3
Just okay,3
Nice,3
Good,3
Does the job,3
Does the job,3
Just okay,3
Just okay,3
Decent product,3
Just okay,3
Good,3
Good,3
Does the job,3
Decent product,3
Fair,3
Good,3
Decent product,3
Fair,3
Does the job,3
Fair,3
Good,3
Decent product,3
Fair,3
Does the job,3
Does the job,3
Does the job,3
Fair,3
Does the job,3
Does the job,3
Just okay,3
Decent product,3
Good,3
Does the job,3
Decent product,3
Just okay,3
Decent product,3
Just okay,3
Just okay,3
Fair,3
Nice,3
Just okay,3
Decent product,3
Decent product,3
Fair,3
Decent product,3
Nice,3
Nice,3
Nice,3
Fair,3
Decent product,3
Does the job,3
Good,3
Nice,3
Does the job,3
Decent product,3
Fair,3
Decent product,3
Does the job,3
Nice,3
Just okay,3
Fair,3
Does the job,3
Does the job,3
Fair,3
Does the job,3
Just okay,3
Decent product,3
Does the job,3
Fair,3
Fair,3
Good,3
Just okay,3
Good,3
Fair,3
Fair,3
Good,3
Decent product,3
Decent product,3
Just okay,3
Good,3
Nice,3
Nice,3
Just okay,3
Does the job,3
Just okay,3
Good,3
Camera and display is very poor quaility,3
Does the job,3
Decent product,3
Just okay,3
Nice,3
Fair,3
Decent product,3
Decent product,3
Nice,3
Good,3
Good,3
Nice,3
Nice,3
Just okay,3
Just okay,3
Does the job,3
Just okay,3
Good,3
Nice,3
Good,3
Nice,3
Decent product,3
Fair,3
Does the job,3
Does the job,3
Fair,3
Good,3
Does the job,3
Good,3
Fair,3
Just okay,3
Does the job,3
Decent product,3
Just okay,3
Just okay,3
Fair,3
Fair,3
Nice,3
Fair,3
Good,3
Nice,3
Decent product,3
Nice,3
Does the job,3
Decent product,3
"Nice, but heating problem while charging",3
Nice,3
Decent product,3
Nice,3
Good,3
Just okay,3
Nice,3
Does the job,3
Good,3
Good,3
Nice,3
Good,3
Does the job,3
Just okay,3
Good,3
Fair,3
Nice,3
Good,3
Just okay,3
Nice,3
Fair,3
its too big in hand feel,3
Does the job,3
Fair,3
SAMSUNG F22 ok not good,3
Fair,3
Decent product,3
Good,3
Fair,3
Fair,3
Just okay,3
Does the job,3
Fair,3
Just okay,3
Fair,3
Nice,3
Good,3
Nice,3
Good,3
Does the job,3
Decent product,3
Decent product,3
Does the job,3
Decent product,3
Fair,3
Just okay,3
Good,3
Fair,3
Fair,3
Just okay,3
Fair,3
Does the job,3
Just okay,3
Fair,3
Fair,3
Fair,3
Does the job,3
Does the job,3
Just okay,3
Nice,3
Just okay,3
Good,3
Does the job,3
Good,3
Just okay,3
Decent product,3
Good,3
Does the job,3
Fair,3
Simply awesome,3
Fair,3
Decent product,3
Nice,3
Does the job,3
Good,3
Good,3
Just okay,3
Good,3
Good,3
Just okay,3
Decent product,3
Just okay,3
Good,3
Good,3
Decent product,3
Decent product,3
Fair,3
Just okay,3
Just okay,3
Fair,3
Fair,3
Does the job,3
Fair,3
Good,3
Fair,3
Decent product,3
Nice,3
Decent product,3
Fair,3
Does the job,3
Good,3
Just okay,3
Fair,3
Fair,3
Just okay,3
Nice,3
Decent product,3
Nice,3
Nice,3
Fair,3
Does the job,3
Does the job,3
Does the job,3
Fair,3
Decent product,3
Fair,3
Nice,3
Nice,3
Decent product,3
Nice,3
Just okay,3
Fair,3
Does the job,3
Fair,3
Good,3
Nice,3
Just okay,3
Good but need camera,3
Does the job,3
Fair,3
Nice,3
Fair,3
Nice,3
Good,3
Just okay,3
Good,3
Just okay,3
Good,3
Nice,3
Good,3
Just okay,3
Decent product,3
Decent product,3
Good,3
Decent product,3
Just okay,3
Does the job,3
Just okay,3
Decent product,3
Just okay,3
Good,3
Does the job,3
Nice,3
Good,3
Decent product,3
Just okay,3
Good,3
Nice,3
Good,3
Fair,3
Nice,3
Nice,3
Decent product,3
Decent product,3
Does the job,3
Decent product,3
Good,3
Does the job,3
Fair,3
Nice,3
Just okay,3
Decent product,3
Good,3
Nice,3
Fair,3
Decent product,3
Fair,3
Fair,3
Fair,3
Just okay,3
Good,3
Does the job,3
Fair,3
Fair,3
Nice,3
Just okay,3
Good,3
Good,3
Decent product,3
Fair,3
Does the job,3
Fair,3
Does the job,3
Good,3
Good,3
Nice,3
Good,3
Nice,3
Good,3
Fair,3
Just okay,3
Does the job,3
Nice,3
Nice,3
Just okay,3
Decent product,3
Does the job,3
Good,3
Just okay,3
Does the job,3
Fair,3
Just okay,3
Decent product,3
Just okay,3
Fair,3
Good,3
Does the job,3
Just okay,3
Decent product,3
Just okay,3
Nice,3
Nice,3
Nice,3
Just okay,3
Fair,3
Fair,3
Decent product,3
Just okay,3
Just okay,3
Fair,3
Just okay,3
Good,3
Nice,3
Fair,3
Decent product,3
Decent product,3
Does the job,3
Does the job,3
Good,3
Just okay,3
Just okay,3
Fair,3
Fair,3
Decent product,3
Decent product,3
Just okay,3
Fair,3
Decent product,3
Good,3
Decent product,3
Does the job,3
Does the job,3
Good,3
Decent product,3
Decent product,3
Fair,3
Nice,3
Fair,3
Good,3
Good,3
Decent product,3
Fair,3
Decent product,3
Fair,3
Fair,3
Does the job,3
Does the job,3
Decent product,3
Good,3
Good,3
Decent product,3
Decent product,3
Decent product,3
Fair,3
Does the job,3
Does the job,3
Does the job,3
Nice,3
Good,3
Just okay,3
Nice,3
Decent product,3
Fair,3
Just okay,3
Does the job,3
Just okay,3
Decent product,3
Fair,3
Nice,3
Just okay,3
Just okay,3
Nice,3
Just okay,3
Decent product,3
Fair,3
Nice,3
Good,3
Does the job,3
Nice,3
Fair,3
Fair,3
Fair,3
Good,3
Decent product,3
Fair,3
Fair,3
Good,3
Decent product,3
Does the job,3
Good,3
Good,3
Does the job,3
Good,3
Decent product,3
Does the job,3
Fair,3
Good,3
Does the job,3
Decent product,3
Just okay,3
Nice,3
Fair,3
Decent product,3
Nice,3
Good,3
Fair,3
Good,3
Good,3
Decent product,3
Nice,3
Nice,3
Just okay,3
Nice,3
Good,3
Nice,3
Fair,3
Just okay,3
Nice,3
Fair,3
Good,3
Fair,3
Fair,3
Fair,3
Good,3
Nice,3
Just okay,3
Nice,3
Just okay,3
Decent product,3
Just okay,3
Decent product,3
Nice,3
Just okay,3
Decent product,3
Does the job,3
Does the job,3
Decent product,3
Does the job,3
Good,3
Nice,3
Just okay,3
Just okay,3
Nice,3
Does the job,3
Decent product,3
Good,3
Does the job,3
Nice,3
Decent product,3
Nice,3
Good,3
Nice,3
Does the job,3
Does the job,3
Good,3
Good,3
Nice,3
Just okay,3
Good,3
Does the job,3
Good,3
Does the job,3
Decent product,3
Does the job,3
Nice,3
Good,3
Does the job,3
Decent product,3
Does the job,3
Good,3
Just okay,3
Just okay,3
Fair,3
Does the job,3
Nice,3
Fair,3
Nice,3
Nice,3
Decent product,3
Fair,3
Decent product,3
Decent product,3
Nice,3
Decent product,3
Fair,3
Does the job,3
Nice,3
Good,3
Decent product,3
Nice,3
Good,3
Does the job,3
Does the job,3
Good,3
Decent product,3
Nice,3
Just okay,3
Fair,3
Nice,3
Just okay,3
Nice,3
Does the job,3
Decent product,3
Good,3
Just okay,3
Good,3
Decent product,3
Fair,3
Decent product,3
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Could be way better,2
Not good,2
Bad quality,2
Bad quality,2
Not good,2
Not good,2
Not good,2
Could be way better,2
Not good,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Could be way better,2
Bad quality,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Moderate,2
Could be way better,2
Could be way better,2
Expected a better product,2
Bad quality,2
Not good,2
Not good,2
Could be way better,2
Not good,2
Bad quality,2
Not good,2
Could be way better,2
Not good,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not a Good phone,2
Slightly disappointed,2
Bad quality,2
Bad quality,2
Not good,2
Bad quality,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Bad quality,2
Could be way better,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Not good,2
Bad quality,2
Moderate,2
Moderate,2
Moderate,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Bad quality,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Moderate,2
Could be way better,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Bad quality,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Disappointed,2
Moderate,2
Not good,2
Slightly disappointed,2
Bad quality,2
Not good,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Could be way better,2
Expected a better product,2
Not good,2
Not good,2
Could be way better,2
Moderate,2
Expected a better product,2
Moderate,2
Bad quality,2
Bad quality,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Not good,2
Moderate,2
Could be way better,2
Moderate,2
Could be way better,2
Not good,2
Moderate,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Moderate,2
Moderate,2
Bad quality,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Expected a better product,2
Could be way better,2
Not good,2
Could be way better,2
Not good,2
Bad quality,2
Moderate,2
Bad quality,2
Expected a better product,2
Bad quality,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Moderate,2
Expected a better product,2
Bad quality,2
Bad quality,2
Expected a better product,2
Not good,2
Bad quality,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Not good,2
Moderate,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Moderate,2
Moderate,2
Bad quality,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Expected a better product,2
Could be way better,2
Not good,2
Could be way better,2
Not good,2
Bad quality,2
Moderate,2
Bad quality,2
Expected a better product,2
Bad quality,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Expected a better product,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Expected a better product,2
Not good,2
Not good,2
Not good,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Could be way better,2
Not good,2
Bad quality,2
Bad quality,2
Not good,2
Not good,2
Not good,2
Could be way better,2
Not good,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Could be way better,2
Bad quality,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Moderate,2
Moderate,2
Could be way better,2
Could be way better,2
Expected a better product,2
Bad quality,2
Not good,2
Not good,2
Could be way better,2
Not good,2
Bad quality,2
Not good,2
Could be way better,2
Not good,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not a Good phone,2
Slightly disappointed,2
Bad quality,2
Bad quality,2
Not good,2
Bad quality,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Expected a better product,2
Bad quality,2
Could be way better,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Moderate,2
Moderate,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Expected a better product,2
Moderate,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Moderate,2
Moderate,2
Moderate,2
Bad quality,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Moderate,2
Could be way better,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Bad quality,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Disappointed,2
Moderate,2
Not good,2
Slightly disappointed,2
Bad quality,2
Not good,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Could be way better,2
Expected a better product,2
Not good,2
Not good,2
Could be way better,2
Moderate,2
Expected a better product,2
Moderate,2
Bad quality,2
Bad quality,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Not good,2
Moderate,2
Not satisfied with product overall quality,2
Moderate,2
Moderate,2
Could be way better,2
Bad quality,2
Moderate,2
Moderate,2
Slightly disappointed,2
Could be way better,2
Not good,2
Moderate,2
Slightly disappointed,2
Bad quality,2
Not good,2
Expected a better product,2
Bad quality,2
Could be way better,2
Moderate,2
Bad quality,2
Not good,2
Not good,2
Expected a better product,2
Bad quality,2
Moderate,2
Bad quality,2
Expected a better product,2
Moderate,2
Expected a better product,2
Moderate,2
Could be way better,2
Not good,2
Moderate,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Bad quality,2
Expected a better product,2
Not good,2
Moderate,2
Bad quality,2
Expected a better product,2
Bad quality,2
Bad quality,2
Expected a better product,2
Could be way better,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Bad quality,2
Could be way better,2
Moderate,2
Expected a better product,2
Bad quality,2
Bad quality,2
Expected a better product,2
Moderate,2
Moderate,2
Not good,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Could be way better,2
Moderate,2
Could be way better,2
Not good,2
Slightly disappointed,2
Not good,2
Could be way better,2
Moderate,2
Not good,2
Expected a better product,2
Moderate,2
Bad quality,2
Could be way better,2
Moderate,2
Bad quality,2
Could be way better,2
Moderate,2
Expected a better product,2
Not good,2
Not good,2
Could be way better,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Moderate,2
Not good,2
Moderate,2
Could be way better,2
Not good,2
Not good,2
Expected a better product,2
Moderate,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Moderate,2
Expected a better product,2
Moderate,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Could be way better,2
Not good,2
Could be way better,2
Moderate,2
Bad quality,2
Bad quality,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Not Good product for Daily Use,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Not good,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
Could be way better,2
Not good,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Expected a better product,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Could be way better,2
Moderate,2
Not good,2
Bad quality,2
not recommended.. poor quality,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Not good,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Moderate,2
Moderate,2
Could be way better,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Moderate,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Bad quality,2
Could be way better,2
Could be way better,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Moderate,2
Expected a better product,2
Bad quality,2
Bad quality,2
Expected a better product,2
Not good,2
Bad quality,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Could be way better,2
Could be way better,2
Bad quality,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Bad quality,2
Moderate,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Bad quality,2
Not good,2
disoppointed,2
Slightly disappointed,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Not good,2
Moderate,2
Moderate,2
Expected a better product,2
Bad quality,2
Expected a better product,2
Bad quality,2
Not good,2
Not good,2
Moderate,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Bad quality,2
Could be way better,2
Bad quality,2
Moderate,2
Bad quality,2
Expected a better product,2
Expected a better product,2
Modified Software,2
Not good,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Could be way better,2
Not good,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Not good,2
Could be way better,2
Bad quality,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Bad quality,2
Could be way better,2
Bad quality,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Slightly disappointed,2
Could be way better,2
Slightly disappointed,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Not good,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Not good,2
Moderate,2
Expected a better product,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Not good,2
Could be way better,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Slightly disappointed,2
Not good,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Not good,2
Expected a better product,2
Slightly disappointed,2
bad,2
Moderate,2
Expected a better product,2
Expected a better product,2
Moderate,2
Not good,2
Not good,2
Slightly disappointed,2
Moderate,2
Not good,2
Could be way better,2
Could be way better,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Bad quality,2
Expected a better product,2
Moderate,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Expected a better product,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Bad quality,2
Bad quality,2
Bad quality,2
Bad quality,2
Moderate,2
Not good,2
Could be way better,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Slightly disappointed,2
Moderate,2
Moderate,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Expected a better product,2
Moderate,2
Moderate,2
Could be way better,2
Not good,2
Bad quality,2
Expected a better product,2
Expected a better product,2
Moderate,2
Expected a better product,2
Could be way better,2
Not good,2
Moderate,2
Bad quality,2
Not good,2
Bad quality,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Not good,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Could be way better,2
Could be way better,2
Not good,2
Slightly disappointed,2
Bad quality,2
Could be way better,2
Bad quality,2
Not good,2
Not good,2
Could be way better,2
Could be way better,2
Bad quality,2
Bad quality,2
Expected a better product,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Moderate,2
Not good,2
Not good,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Not good,2
Moderate,2
Expected a better product,2
Bad quality,2
Not good,2
Slightly disappointed,2
Bad quality,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Not good,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Bad quality,2
Bad quality,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
Bad quality,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Bad quality,2
Moderate,2
Not good,2
Moderate,2
Could be way better,2
Not good,2
Not good,2
Not good,2
Not good,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Not good,2
Expected a better product,2
Not good,2
Bad quality,2
Bad quality,2
Bad quality,2
Moderate,2
Expected a better product,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Not good,2
Bad quality,2
Not good,2
Bad quality,2
Bad quality,2
Not good,2
Expected a better product,2
Moderate,2
Bad quality,2
Expected a better product,2
Bad quality,2
Bad quality,2
Not good,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not good,2
Not good,2
Expected a better product,2
Moderate,2
Bad quality,2
Could be way better,2
Moderate,2
Expected a better product,2
Moderate,2
Could be way better,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Could be way better,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Could be way better,2
Bad quality,2
Moderate,2
Bad quality,2
Could be way better,2
Moderate,2
Not good,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Moderate,2
Moderate,2
Slightly disappointed,2
Not good,2
Not good,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Moderate,2
Not good,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Not good,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Not good,2
POOR BATTERY,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Not good,2
Bad quality,2
Moderate,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Bad quality,2
Slightly disappointed,2
Bad quality,2
Slightly disappointed,2
Not good,2
Moderate,2
Moderate,2
Slightly disappointed,2
Not good,2
Not good,2
Bad quality,2
Bad quality,2
Could be way better,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Bad quality,2
Moderate,2
Moderate,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Moderate,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Could be way better,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Not good,2
Moderate,2
Not good,2
Expected a better product,2
Bad quality,2
Not good,2
Bad quality,2
Not good,2
Not good,2
Could be way better,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Bad quality,2
Not good,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
bad,2
Moderate,2
Expected a better product,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Moderate,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Moderate,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Could be way better,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Not good,2
Moderate,2
Not good,2
Expected a better product,2
Bad quality,2
Not good,2
Bad quality,2
Not good,2
Not good,2
Could be way better,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Bad quality,2
Not good,2
Could be way better,2
Not good,2
Could be way better,2
Could be way better,2
Moderate,2
Not good,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Bad quality,2
Expected a better product,2
Not good,2
Expected a better product,2
Not good,2
Moderate,2
Not good,2
Moderate,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Expected a better product,2
Moderate,2
Not good,2
Bad quality,2
Moderate,2
Not good,2
Could be way better,2
Not good,2
Could be way better,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Moderate,2
Not good,2
Could be way better,2
Not good,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Not good,2
Bad quality,2
Expected a better product,2
Bad quality,2
Bad quality,2
Expected a better product,2
Bad quality,2
Slightly disappointed,2
Slightly disappointed,2
Moderate,2
Not good,2
Could be way better,2
Could be way better,2
Moderate,2
Expected a better product,2
Moderate,2
Bad quality,2
Full of Bloatware,2
Not good,2
Moderate,2
Bad quality,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Not good,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Could be way better,2
Bad quality,2
Not good,2
Slightly disappointed,2
